4th Generation Intel® Core™ i3 Processors,Desktop,i3-4350,End of Life,Q2'14,22 nm,$138.00 - $147.00,2,4,3.60 GHz,,4 MB SmartCache,5 GT/s DMI2,54 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,350 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,,Yes,Intel Core i3-4330T @ 3.00GHz,NA,0,3118,NA,1724,NA,35,89.09,14-Feb,LGA1150,Desktop,14-Feb,2/1/2014
4th Generation Intel® Core™ i3 Processors,Desktop,i3-4360,Launched,Q2'14,22 nm,$138.00 - $147.00,2,4,3.70 GHz,,4 MB SmartCache,5 GT/s DMI2,54 W,Yes,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,350 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-4330TE @ 2.40GHz,NA,0,2532,NA,1410,NA,35,72.36,14-Jan,LGA1150,Desktop,14-Jan,1/1/2014
4th Generation Intel® Core™ i3 Processors,Desktop,i3-4360T,End of Life,Q3'14,22 nm,$138.00 ,2,4,3.20 GHz,,4 MB SmartCache,5 GT/s DMI2,35 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,200 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.4°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-4340 @ 3.60GHz,$179.99*,$179.99 ,3620,20.11,2074,11.52,54,67.04,13-Jan,LGA1150,Desktop,13-Jan,1/1/2013
4th Generation Intel® Core™ i3 Processors,Desktop,i3-4370,End of Life,Q3'14,22 nm,$138.00 - $147.00,2,4,3.80 GHz,,4 MB SmartCache,5 GT/s DMI2,54 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,350 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.4°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-4350 @ 3.60GHz,$169.99*,$169.99 ,3179,18.7,1697,9.98,54,58.88,14-Jun,LGA1150,Desktop,14-Jun,6/1/2014
4th Generation Intel® Core™ i3 Processors,Desktop,i3-4370T,End of Life,Q1'15,22 nm,$138.00 ,2,4,3.30 GHz,,4 MB,5 GT/s DMI2,35 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,200 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.4°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-4350T @ 3.10GHz,NA,0,3188,NA,1775,NA,35,91.09,15-Jul,LGA1150,Laptop,15-Jul,7/1/2015
4th Generation Intel® Core™ i3 Processors,Embedded,i3-4100E,Launched,Q3'13,22 nm,$225.00 ,2,4,2.40 GHz,,3 MB SmartCache,5 GT/s DMI2,37 W,Yes,Yes,16 GB,DDR3L 1333/1600,2,25.6 GB/s,Yes,,400 MHz,900 MHz,,eDP/DP/HDMI/VGA,,,,,,,3,"Up to 1x16, 2x8, 1x8 2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-4360 @ 3.70GHz,$89.99*,$89.99 ,3527,39.19,2056,22.84,54,65.31,14-May,FCLGA1150,Desktop,14-May,5/1/2014
4th Generation Intel® Core™ i3 Processors,Mobile,i3-4100U,Launched,Q3'13,22 nm,$281.00 ,2,4,1.80 GHz,,3 MB SmartCache,5 GT/s DMI2,15 W,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.00 GHz,2 GB,eDP/DP/HDMI,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-4360T @ 3.20GHz,NA,0,3205,NA,1867,NA,35,91.57,14-Aug,LGA1150,Desktop,14-Aug,8/1/2014
4th Generation Intel® Core™ i3 Processors,Mobile,i3-4100M,Launched,Q4'13,22 nm,$225.00 ,2,4,2.50 GHz,,3 MB SmartCache,5 GT/s DMI2,37 W,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz,3840x2160@60Hz,,11.2/12,,2,1x16 or 2x8 or 1x8 2x4,16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",,Yes,Yes,Yes,Intel Core i3-4370 @ 3.80GHz,$299.00*,$299.00 ,3890,13.01,2141,7.16,54,72.04,14-Sep,LGA1150,Desktop,14-Sep,9/1/2014
4th Generation Intel® Core™ i3 Processors,Embedded,i3-4102E,Launched,Q3'13,22 nm,$225.00 ,2,4,1.60 GHz,,3 MB SmartCache,5 GT/s DMI2,25 W,Yes,Yes,16 GB,DDR3L 1333/1600,2,25.6 GB/s,Yes,,400 MHz,900 MHz,,eDP/DP/HDMI/VGA,,,,,,,3,"Up to 1x16, 2x8, 1x8 2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-4370T @ 3.30GHz,$138.00*,$138.00 ,3405,24.67,1918,13.9,35,97.27,17-Nov,FCLGA1150,Desktop,17-Nov,11/1/2017
5th Generation Intel® Core™ i5 Processors,Desktop,i5-5575R,Launched,Q2'15,14 nm,$244.00 ,4,4,2.80 GHz,3.30 GHz,4 MB,5 GT/s DMI2,65 W,No,Yes,32 GB,DDR3L-1333/1600/1866 @ 1.5V,2,29.86 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-5005U @ 2.00GHz,NA,0,2054,NA,1157,NA,15,136.96,15-Feb,FCBGA1168,Laptop,15-Feb,2/1/2015
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5005U,Launched,Q1'15,14 nm,$275.00 ,2,4,2.00 GHz,,3 MB,5 GT/s DMI2,15 W,No,Yes,16 GB,DDR3L 1333/1600  LPDDR 1333 /1600,2,25.6 GB/s,,,300 MHz,850 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,4x1 2x4,12,105°C,Yes,Yes,Yes,64-bit,SSE 4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,Intel Core i3-5010U @ 2.10GHz,359.99,359.9,2201,6.11,1268,3.52,15,146.7,15-Jan,FCBGA1168,Laptop,15-Jan,1/1/2015
5th Generation Intel® Core™ i5 Processors,Desktop,i5-5675R,Launched,Q2'15,14 nm,$265.00 ,4,4,3.10 GHz,3.60 GHz,4 MB,5 GT/s DMI2,65 W,No,Yes,32 GB,DDR3L-1333/1600/1866 @ 1.5V,2,29.86 GB/s,No,,300 MHz,1.10 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-5015U @ 2.10GHz,NA,0,2080,NA,1206,NA,15,138.65,15-Jul,FCBGA1168,Laptop,15-Jul,7/1/2015
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5010U,Launched,Q1'15,14 nm,$281.00 ,2,4,2.10 GHz,,3 MB,5 GT/s DMI2,15 W,Yes,Yes,16 GB,DDR3L 1333/1600  LPDDR 1333 /1600,2,25.6 GB/s,,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,4x1 2x4,12,105°C,Yes,Yes,Yes,64-bit,SSE 4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,Intel Core i3-5020U @ 2.20GHz,$459.00*,$459.00 ,2251,4.9,1321,2.88,15,150.06,15-Sep,FCBGA1168,Laptop,15-Sep,9/1/2015
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5015U,Launched,Q1'15,14 nm,$275.00 ,2,4,2.10 GHz,,3 MB,5 GT/s DMI2,15 W,No,Yes,16 GB,DDR3L 1333/1600  LPDDR 1333 /1600,2,25.6 GB/s,,,300 MHz,850 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,4x1 2x4,12,105°C,Yes,Yes,Yes,64-bit,SSE 4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,Intel Core i3-5157U @ 2.50GHz,NA,0,2524,NA,1427,NA,28,90.13,15-Sep,FCBGA1168,Laptop,15-Sep,9/1/2015
Legacy Intel® Core™ Processors,Mobile,i3-350M,End of Interactive Support,Q1'10,32 nm,N/A,2,4,2.26 GHz,,3 MB SmartCache,2.5 GT/s DMI,35 W,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,667 MHz,,,,,,,,,2,1x16,16,"90°C for rPGA, 105°C for BGA",Yes,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,,Yes,Intel Core i3-530 @ 2.93GHz,19,1,1464,77.05,1203,63.29,73,20.05,10-Jan,LGA1156,Desktop,10-Jan,1/1/2010
Legacy Intel® Core™ Processors,Mobile,i3-370M,End of Interactive Support,Q3'10,32 nm,N/A,2,4,2.40 GHz,,3 MB SmartCache,2.5 GT/s DMI,35 W,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,667 MHz,,,,,,,,,2,1x16,16,"90°C for rPGA, 105°C for BGA",Yes,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,,Yes,Intel Core i3-540 @ 3.07GHz,$14.95*,$14.95 ,1526,102.08,1301,87,73,20.9,10-Jan,LGA1156,Desktop,10-Jan,1/1/2010
Legacy Intel® Core™ Processors,Mobile,i3-380M,End of Interactive Support,Q3'10,32 nm,N/A,2,4,2.53 GHz,,3 MB SmartCache,2.5 GT/s DMI,35 W,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,667 MHz,,,,,,,,,2,1x16,16,"90°C for rPGA, 105°C for BGA",Yes,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,,Yes,Intel Core i3-550 @ 3.20GHz,167.95,167.9,1584,9.43,1344,8,73,21.7,10-Jun,LGA1156,Desktop,10-Jun,6/1/2010
Legacy Intel® Core™ Processors,Desktop,i7-950,End of Interactive Support,Q2'09,45 nm,$305.00 ,4,8,3.06 GHz,3.33 GHz,8 MB SmartCache,4.8 GT/s QPI,130 W,No,,24 GB,DDR3 800/1066 ,3,25.6 GB/s,No,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Core i3-560 @ 3.33GHz,$179.95*,$179.95 ,1620,9,1353,7.52,73,22.2,10-Sep,LGA1156,Desktop,10-Sep,9/1/2010
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6360U,Launched,Q3'15,14 nm,$304.00 ,2,4,2.00 GHz,3.10 GHz,4 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6006U @ 2.00GHz,NA,0,2278,NA,1181,NA,15,151.87,16-Dec,FCBGA1356,Laptop,16-Dec,12/1/2016
Intel® Xeon® Processor E7 Family,Server,E7-8860,End of Life,Q2'11,32 nm,"$4,061.00 ",10,20,2.26 GHz,2.67 GHz,24 MB SmartCache,6.4 GT/s QPI,130 W,No,,4.1 TB,DDR3 800/978/1066/1333 (Max Speed 1066 MHz),4,,Yes,,,,,,,,,,,,,,,69°C,Yes,Yes,Yes,64-bit,SSE4.1/4.2,,Yes,,Yes,Intel Core i3-6098P @ 3.60GHz,$133.74*,$133.74 ,4152,31.04,2080,15.56,54,76.89,16-Feb,LGA 1151,Desktop,16-Feb,2/1/2016
6th Generation Intel® Core™ i5 Processors,Embedded,i5-6440EQ,Launched,Q4'15,14 nm,$250.00 ,4,4,2.70 GHz,3.40 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,Yes,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6100 @ 3.70GHz,75,7,4183,55.77,2256,30.08,51,82.02,15-Oct,LGA 1151,Desktop,15-Oct,10/1/2015
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6600T,Launched,Q3'15,14 nm,$213.00 ,4,4,2.70 GHz,3.50 GHz,6 MB SmartCache,8 GT/s DMI3,35 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,66°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6100E @ 2.70GHz,NA,0,3355,NA,1707,NA,35,95.84,16-May,LGA 1151,Laptop,16-May,5/1/2016
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6500T,Launched,Q3'15,14 nm,$192.00 ,4,4,2.50 GHz,3.10 GHz,6 MB SmartCache,8 GT/s DMI3,35 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,66°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6100H @ 2.70GHz,NA,0,3265,NA,1674,NA,35,93.28,15-Nov,LGA 1151,Laptop,15-Nov,11/1/2015
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6440HQ,Launched,Q3'15,14 nm,$250.00 ,4,4,2.60 GHz,3.50 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6100T @ 3.20GHz,$134.99*,$134.99 ,3692,27.35,1996,14.79,35,105.49,15-Nov,LGA 1151,Desktop,15-Nov,11/1/2015
6th Generation Intel® Core™ i5 Processors,Embedded,i5-6442EQ,Launched,Q4'15,14 nm,$250.00 ,4,4,1.90 GHz,2.70 GHz,6 MB SmartCache,8 GT/s DMI3,25 W,Yes,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6100TE @ 2.70GHz,NA,0,3394,NA,1680,NA,35,96.97,15-Dec,LGA 1151,Desktop,15-Dec,12/1/2015
6th Generation Intel® Core™ i5 Processors,Embedded,i5-6500TE,Launched,Q4'15,14 nm,$192.00 ,4,4,2.30 GHz,3.30 GHz,6 MB SmartCache,8 GT/s DMI3,35 W,Yes,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6100U @ 2.30GHz,269.99,269.9,2591,9.6,1365,5.06,15,172.76,15-Oct,FCBGA1356,Laptop,15-Oct,10/1/2015
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6402P,Launched,Q4'15,14 nm,$182.00 - $187.00,4,4,2.80 GHz,3.40 GHz,6 MB,8 GT/s DMI3,65 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,71°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6102E @ 1.90GHz,$225.00*,$225.00 ,2455,10.91,1206,5.36,25,98.21,19-Aug,FCBGA1440,Laptop,19-Aug,8/1/2019
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6400,Launched,Q3'15,14 nm,$182.00 - $187.00,4,4,2.70 GHz,3.30 GHz,6 MB SmartCache,8 GT/s DMI3,65 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,71°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6157U @ 2.40GHz,NA,0,2697,NA,1331,NA,28,96.31,16-Oct,BGA1356,Laptop,16-Oct,10/1/2016
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6600K,Launched,Q3'15,14 nm,$242.00 - $243.00,4,4,3.50 GHz,3.90 GHz,6 MB SmartCache,8 GT/s DMI3,91 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.15 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,64°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6300 @ 3.80GHz,$299.99*,$299.99 ,4441,14.8,2343,7.81,51,87.08,15-Oct,LGA 1151,Desktop,15-Oct,10/1/2015
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6585R,End of Life,Q2'16,14 nm,N/A,4,4,2.80 GHz,3.60 GHz,6 MB,8 GT/s DMI3,65 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,71°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6300T @ 3.30GHz,101.47,101.4,4057,39.98,2063,20.33,35,115.91,15-Oct,LGA 1151,Desktop,15-Oct,10/1/2015
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6500,Launched,Q3'15,14 nm,$192.00 - $202.00,4,4,3.20 GHz,3.60 GHz,6 MB SmartCache,8 GT/s DMI3,65 W,Yes,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.05 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,71°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-6320 @ 3.90GHz,$457.00*,$457.00 ,4672,10.22,2401,5.25,51,91.6,15-Oct,LGA 1151,Desktop,15-Oct,10/1/2015
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5700HQ,Launched,Q2'15,14 nm,$378.00 ,4,8,2.70 GHz,3.50 GHz,6 MB,5 GT/s DMI2,47 W,No,Yes,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,105°C,Yes,Yes,Yes,64-bit,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,Intel Core i3-7100 @ 3.90GHz,118.49,118.4,4290,36.21,2293,19.35,51,84.13,17-Jan,FCLGA1151,Desktop,17-Jan,1/1/2017
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5650U,Launched,Q1'15,14 nm,$426.00 ,2,4,2.20 GHz,3.10 GHz,4 MB,5 GT/s DMI2,15 W,Yes,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,,,300 MHz,1.00 GHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-7100H @ 3.00GHz,$225.00*,$225.00 ,3464,15.4,1778,7.9,35,98.97,17-Oct,FCBGA1440,Laptop,17-Oct,10/1/2017
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5750HQ,Launched,Q2'15,14 nm,$434.00 ,4,8,2.50 GHz,3.40 GHz,6 MB,5 GT/s DMI2,47 W,No,Yes,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,105°C,Yes,Yes,Yes,64-bit,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,Intel Core i3-7100T @ 3.40GHz,$112.69*,$112.69 ,3726,33.07,2012,17.86,35,106.47,17-Feb,FCLGA1151,Desktop,17-Feb,2/1/2017
5th Generation Intel® Core™ i7 Processors,Desktop,i7-5775C,Launched,Q2'15,14 nm,$366.00 - $377.00,4,8,3.30 GHz,3.70 GHz,6 MB,5 GT/s DMI2,65 W,No,Yes,32 GB,DDR3L-1333/1600 @ 1.5V,2,25.6 GB/s,No,,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-7100U @ 2.40GHz,339.99,339.9,2756,8.11,1401,4.12,15,183.74,16-Oct,FCBGA1356,Laptop,16-Oct,10/1/2016
5th Generation Intel® Core™ i7 Processors,Embedded,i7-5850EQ,Launched,Q2'15,14 nm,$435.00 ,4,8,2.70 GHz,3.40 GHz,6 MB SmartCache,5 GT/s DMI,47 W,Yes,Yes,32 GB,DDR3L 1600,2,25.6 GB/s,Yes,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2,,3,Up to 1x16 2x8 1x8 2x4,16,105°C,Yes,Yes,Yes,64-bit,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,Intel Core i3-7101TE @ 3.40GHz,$117.00*,$117.00 ,3999,34.18,2105,17.99,35,114.27,17-Oct,FCLGA1151,Desktop,17-Oct,10/1/2017
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5950HQ,Launched,Q2'15,14 nm,$623.00 ,4,8,2.90 GHz,3.80 GHz,6 MB,5 GT/s DMI2,47 W,No,Yes,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,105°C,Yes,Yes,Yes,64-bit,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,Intel Core i3-7102E @ 2.10GHz,$225.00*,$225.00 ,2531,11.25,1289,5.73,25,101.25,19-Jun,FCBGA1440,Laptop,19-Jun,6/1/2019
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5500U,Launched,Q1'15,14 nm,$393.00 ,2,4,2.40 GHz,3.00 GHz,4 MB,5 GT/s DMI2,15 W,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,,,300 MHz,950 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core i3-7130U @ 2.70GHz,$459.99*,$459.99 ,2916,6.34,1479,3.22,15,194.41,17-Nov,FCBGA1356,Laptop,17-Nov,11/1/2017
